1_DMSO_1	2_DMSO_2	3_Sora_1	4_Sora_2	5_Tram_1	6_Tram_2
ENSG00000260555	4	1	1	3	4	6
ENSG00000241449	0	0	0	0	0	0
ENSG00000106526	257	245	210	252	250	247
ENSG00000127399	687	595	729	832	820	727
ENSG00000188707	822	942	884	1157	1118	1013
ENSG00000106538	557	575	711	863	653	674
ENSG00000261305	31	34	28	33	44	40
ENSG00000240449	81	118	124	146	128	111
ENSG00000214022	4135	4497	6441	8225	6378	6716
ENSG00000196456	294	324	726	911	575	537
ENSG00000239377	3	1	5	5	2	2
ENSG00000242258	0	0	0	3	0	0
ENSG00000171115	2	1	0	0	1	1
ENSG00000271582	0	0	0	0	0	0
ENSG00000213205	0	0	0	1	0	0
ENSG00000179144	0	0	0	0	0	0
ENSG00000243853	0	0	0	0	0	0
ENSG00000133574	0	0	0	1	0	0
ENSG00000271568	0	0	0	0	0	0
ENSG00000232361	0	0	0	0	0	0
ENSG00000133561	0	0	0	0	0	0
ENSG00000270990	0	0	0	0	0	0
ENSG00000106560	0	1	0	2	4	1
ENSG00000213203	0	1	0	0	0	0
ENSG00000196329	0	0	0	0	0	0
ENSG00000177590	0	0	0	0	0	0
ENSG00000241134	0	0	0	0	1	0
ENSG00000106565	115	117	166	191	164	125
ENSG00000002933	104	109	134	176	145	106
ENSG00000002726	597	636	852	1001	826	596
ENSG00000055118	312	233	283	369	366	246
ENSG00000164867	547	489	344	456	464	399
ENSG00000181652	232	193	116	174	196	167
ENSG00000197150	1980	1938	1926	2472	2309	2251
ENSG00000243433	3	1	3	1	3	2
ENSG00000213199	33	14	27	32	36	25
ENSG00000164885	858	890	889	1076	925	873
ENSG00000164889	7343	7059	6060	7951	7797	7370
ENSG00000244151	8	7	12	8	11	10
ENSG00000164896	1674	1503	2022	2563	2171	2066
ENSG00000164897	1613	1361	1750	2398	2059	1840
ENSG00000133612	2445	2141	2170	2752	2834	2421
ENSG00000164900	1	0	0	1	0	1
ENSG00000146926	1	0	0	0	0	0
ENSG00000183016	0	0	0	0	1	1
ENSG00000033050	5659	6884	3974	4831	5582	5635
ENSG00000033100	1949	1807	1595	2110	2108	1830
ENSG00000211517	0	0	0	0	0	0
ENSG00000082014	21	15	14	20	15	6
ENSG00000272661	0	0	0	0	0	0
ENSG00000243018	0	0	0	0	0	0
ENSG00000013374	2794	2914	2712	3217	3235	2809
ENSG00000187260	2	0	4	1	2	1
ENSG00000243836	7	6	1	5	6	10
ENSG00000241456	0	0	0	0	0	0
ENSG00000127377	0	0	2	2	0	1
ENSG00000265810	0	0	0	0	1	0
ENSG00000241959	0	0	0	0	0	0
ENSG00000106615	5102	5148	4548	5498	5627	4596
ENSG00000240132	2	7	1	5	1	2
ENSG00000106617	1697	1637	1308	1592	1783	1459
ENSG00000242048	0	0	1	0	4	2
ENSG00000239911	7	17	13	13	22	13
ENSG00000212219	0	0	0	0	0	0
ENSG00000222941	0	0	0	0	0	0
ENSG00000227562	0	0	0	0	0	0
ENSG00000106648	0	0	0	0	1	1
ENSG00000178234	1073	1037	1079	1359	1334	1161
ENSG00000239045	0	0	0	0	0	0
ENSG00000229591	1	0	2	0	0	1
ENSG00000213188	1	0	2	2	0	0
ENSG00000055609	5150	4882	4750	5573	5620	4605
ENSG00000270405	0	0	0	0	0	0
ENSG00000204894	1	0	0	0	0	0
ENSG00000241007	2	3	5	5	2	3
ENSG00000253088	0	0	0	0	0	0
ENSG00000241735	0	0	1	0	2	1
ENSG00000221454	0	0	0	0	0	0
ENSG00000020219	0	1	0	1	0	0
ENSG00000261455	96	100	107	114	132	126
ENSG00000231139	0	0	0	0	0	0
ENSG00000199404	0	0	0	0	0	0
ENSG00000238557	0	0	0	0	0	0
ENSG00000225416	14	10	8	10	3	12
ENSG00000212590	0	0	0	0	0	0
ENSG00000196584	821	950	541	652	922	854
ENSG00000265439	0	0	0	0	0	0
ENSG00000214003	0	0	0	0	0	0
ENSG00000244328	0	0	0	0	0	0
ENSG00000133627	905	925	659	792	941	929
ENSG00000265275	0	0	0	0	0	0
ENSG00000224104	9	15	10	15	17	8
ENSG00000234722	0	0	0	0	0	1
ENSG00000233489	0	0	0	0	1	0
ENSG00000130226	4	2	4	9	3	5
ENSG00000226509	0	0	0	0	0	1
ENSG00000270114	0	0	0	0	0	0
ENSG00000203335	0	0	0	1	0	0
ENSG00000233363	0	1	0	0	0	0
ENSG00000236408	0	0	0	0	0	1
ENSG00000214106	78	71	104	98	82	93
ENSG00000157212	1581	1662	1242	1475	1650	1688
ENSG00000272760	26	17	31	36	46	32
ENSG00000273183	2	7	1	2	7	1
ENSG00000273344	248	244	275	317	305	292
ENSG00000220575	0	0	0	0	0	0
ENSG00000157219	0	1	0	2	0	2
ENSG00000228806	0	0	0	0	0	0
ENSG00000201066	0	0	0	0	0	0
ENSG00000217825	1	0	1	0	0	0
ENSG00000228521	0	0	0	0	1	0
ENSG00000225612	1	0	0	0	2	0
ENSG00000273117	176	167	166	214	235	227
ENSG00000186480	15551	11453	7422	8883	16553	10685
ENSG00000204960	0	1	1	1	1	0
ENSG00000218672	0	0	0	0	0	0
ENSG00000260426	0	0	0	1	0	0
ENSG00000236544	0	0	0	0	0	0
ENSG00000164778	0	0	0	0	0	0
ENSG00000146910	1	2	0	1	2	0
ENSG00000227365	0	0	0	0	0	0
ENSG00000216895	147	132	126	166	144	171
ENSG00000184863	2270	2120	2060	2388	2453	2173
ENSG00000164690	730	852	321	399	569	489
ENSG00000221113	0	1	0	0	0	0
ENSG00000204876	419	458	480	496	491	434
ENSG00000207061	0	0	0	0	0	0
ENSG00000270584	0	0	0	0	0	0
ENSG00000228569	1	0	0	1	0	0
ENSG00000233878	1	1	1	3	0	1
ENSG00000182648	64	50	70	98	84	72
ENSG00000234450	0	0	3	0	2	1
ENSG00000244291	48	53	31	64	51	60
ENSG00000105982	192	180	178	221	223	193
ENSG00000224903	0	0	0	1	0	0
ENSG00000105983	4620	4830	4210	5097	5132	4489
ENSG00000206938	0	0	0	0	0	0
ENSG00000230033	8	13	8	9	3	10
ENSG00000146909	1575	1707	1153	1327	1715	1650
ENSG00000130675	279	311	422	545	427	366
ENSG00000235029	11	11	9	19	19	12
ENSG00000243479	166	213	149	206	214	242
ENSG00000236102	0	0	0	0	0	0
ENSG00000229365	0	0	0	0	0	0
ENSG00000269446	0	0	1	1	0	0
ENSG00000009335	9928	10329	7177	8870	9760	9056
ENSG00000225224	8	13	6	7	6	4
ENSG00000236018	1	3	5	0	8	2
ENSG00000224629	4	3	3	4	1	3
ENSG00000229660	9	4	6	8	11	6
ENSG00000266453	0	0	0	0	0	0
ENSG00000105993	6548	6737	4713	5779	6753	5601
ENSG00000234210	0	0	1	1	0	3
ENSG00000223872	0	0	0	0	0	0
ENSG00000233191	0	0	0	0	0	0
ENSG00000236669	1	0	1	0	1	2
ENSG00000155093	1654	1286	1599	2140	1963	1426
ENSG00000207960	0	0	0	0	0	0
ENSG00000222012	188	145	143	180	179	177
ENSG00000231515	2	1	0	0	0	0
ENSG00000233038	17	19	18	19	20	18
ENSG00000272839	0	0	0	0	0	1
ENSG00000231980	0	0	1	0	2	2
ENSG00000207637	0	0	0	0	0	1
ENSG00000225365	1	1	0	1	1	0
ENSG00000232715	0	1	0	1	1	0
ENSG00000265598	0	0	0	1	1	1
ENSG00000224324	5	4	1	2	3	2
ENSG00000146918	5884	6131	5782	6833	6370	6221
ENSG00000228030	0	0	0	0	2	0
ENSG00000117868	12869	11418	9143	11453	13347	10145
ENSG00000126870	1129	967	1008	1119	1349	1070
ENSG00000231419	4	1	2	1	3	4
ENSG00000106018	11	4	8	11	6	12
ENSG00000229435	0	0	0	0	1	0
ENSG00000253620	1	2	1	1	2	1
ENSG00000253896	0	0	0	0	0	0
ENSG00000254193	0	0	0	0	0	0
ENSG00000253612	0	0	0	0	0	0
ENSG00000176269	1	0	0	1	0	2
ENSG00000250210	0	0	0	0	0	0
ENSG00000255464	0	0	0	0	0	0
ENSG00000253166	0	0	0	1	0	0
ENSG00000223508	34	35	22	34	36	34
ENSG00000172748	21	25	23	16	18	21
ENSG00000272812	3	5	3	4	7	5
ENSG00000272240	3	2	3	6	3	1
ENSG00000273402	1	1	0	1	1	0
ENSG00000254104	1	1	0	2	0	0
ENSG00000249868	13	24	16	18	11	20
ENSG00000182366	1	1	1	0	0	2
ENSG00000147364	224	254	180	188	228	223
ENSG00000272293	0	0	0	0	0	0
ENSG00000272005	73	56	35	41	57	37
ENSG00000180190	0	2	2	7	5	3
ENSG00000104714	214	243	213	274	253	235
ENSG00000254207	0	0	0	0	0	2
ENSG00000237647	0	0	1	0	0	0
ENSG00000254269	0	0	0	1	0	0
ENSG00000254160	0	0	0	0	0	1
ENSG00000253640	0	0	0	0	0	0
ENSG00000260721	0	0	0	0	0	0
ENSG00000198010	11	3	4	6	2	3
ENSG00000253267	0	0	0	0	0	0
ENSG00000254265	0	0	0	0	0	5
ENSG00000182372	455	435	305	395	423	373
ENSG00000253982	60	57	89	99	84	74
ENSG00000207826	0	0	0	0	0	0
ENSG00000104728	25	13	28	35	32	23
ENSG00000253696	2	4	7	2	4	2
ENSG00000253764	2	2	1	0	1	3
ENSG00000176595	984	1033	950	1164	1187	1065
ENSG00000270988	4	1	2	4	0	3
ENSG00000253805	1	0	0	0	0	0
ENSG00000036448	6	1	2	3	4	9
ENSG00000253444	0	0	0	0	0	0
ENSG00000253855	0	0	0	0	0	0
ENSG00000249694	0	0	0	0	0	0
ENSG00000254319	0	0	0	1	0	0
ENSG00000253853	0	0	0	0	0	0
ENSG00000183117	1	4	3	2	1	4
ENSG00000253162	0	0	0	0	0	0
ENSG00000222546	0	0	0	0	0	0
ENSG00000264588	0	0	0	0	0	0
ENSG00000254244	8	18	17	7	9	11
ENSG00000253262	0	0	0	0	0	0
ENSG00000206661	0	0	0	0	0	0
ENSG00000242079	0	0	0	0	0	1
ENSG00000271248	0	0	0	0	0	0
ENSG00000240486	0	0	0	0	0	0
ENSG00000253510	0	0	0	0	0	0
ENSG00000254007	0	0	0	0	0	1
ENSG00000253571	0	0	0	0	0	0
ENSG00000222589	0	0	0	0	0	0
ENSG00000253189	0	0	0	0	1	0
ENSG00000253880	1	1	1	0	2	1
ENSG00000246089	23	27	35	49	36	28
ENSG00000147316	283	288	194	244	281	240
ENSG00000253550	0	0	0	1	0	0
ENSG00000091879	10	9	6	5	14	9
ENSG00000271743	7	5	0	6	2	1
ENSG00000249898	27	8	21	20	21	23
ENSG00000271927	5	11	7	8	11	14
ENSG00000155189	1224	1311	810	976	1247	1206
ENSG00000266038	0	0	0	0	0	0
ENSG00000186530	3	1	4	2	0	0
ENSG00000245857	1	0	0	0	1	0
ENSG00000164825	25	12	30	23	25	15
ENSG00000250752	0	0	0	2	0	0
ENSG00000164822	0	0	0	0	1	0
ENSG00000254625	0	0	0	0	0	0
ENSG00000164821	0	0	0	0	0	0
ENSG00000223629	0	0	0	0	0	0
ENSG00000233238	0	0	0	0	0	0
ENSG00000233531	0	0	0	0	0	0
ENSG00000206047	0	0	0	0	0	0
ENSG00000215378	0	0	0	0	0	0
ENSG00000240247	0	0	0	0	0	0
ENSG00000232039	0	0	0	0	0	0
ENSG00000239839	0	0	0	0	0	0
ENSG00000234178	0	0	0	0	0	0
ENSG00000206042	0	0	0	0	0	0
ENSG00000164816	0	0	0	0	0	0
ENSG00000255273	0	0	0	0	0	0
ENSG00000234120	0	0	0	0	0	0
ENSG00000216206	0	0	0	0	0	0
ENSG00000228744	0	1	1	1	0	2
ENSG00000254683	0	0	1	0	1	0
ENSG00000230106	0	0	0	0	0	0
ENSG00000214268	2	1	0	0	0	0
ENSG00000221567	0	0	0	0	0	0
ENSG00000231930	0	0	0	0	0	0
ENSG00000255025	0	0	0	0	0	0
ENSG00000177306	0	0	0	0	0	0
ENSG00000230045	0	0	0	0	0	0
ENSG00000233132	0	0	0	0	0	0
ENSG00000249005	0	0	0	0	0	0
ENSG00000223885	0	0	0	0	0	0
ENSG00000215373	0	0	0	0	0	0
ENSG00000233295	0	0	1	0	0	0
ENSG00000215374	2	0	3	0	3	2
ENSG00000206034	0	0	0	0	0	0
ENSG00000230549	0	0	0	0	0	0
ENSG00000236125	0	0	0	0	0	0
ENSG00000235778	0	0	0	0	0	0
ENSG00000215372	0	0	0	0	1	0
ENSG00000215371	0	0	0	0	0	0
ENSG00000177257	0	0	0	0	0	0
ENSG00000255128	2	4	0	0	1	1
ENSG00000177243	2	1	0	2	1	0
ENSG00000164871	0	0	0	1	0	0
ENSG00000216194	0	0	0	0	0	0
ENSG00000177023	0	0	0	0	0	0
ENSG00000187082	0	0	0	0	0	0
ENSG00000186599	0	0	0	0	0	0
ENSG00000198129	0	0	0	0	0	0
ENSG00000255251	0	0	0	0	0	0
ENSG00000248944	0	0	0	0	0	0
ENSG00000236660	0	0	0	0	0	0
ENSG00000234749	0	0	0	0	0	0
ENSG00000215365	0	0	0	0	0	0
ENSG00000241737	0	0	0	0	0	0
ENSG00000233176	0	0	0	0	0	0
ENSG00000254796	0	0	0	0	0	0
ENSG00000254889	0	0	0	0	0	0
ENSG00000254715	0	0	0	0	0	0
ENSG00000189393	0	0	0	0	0	0
ENSG00000231656	0	0	0	0	0	0
ENSG00000229477	0	0	0	0	0	0
ENSG00000224710	0	0	0	0	0	0
ENSG00000223535	0	0	0	0	0	0
ENSG00000237122	0	0	0	0	0	0
ENSG00000235825	0	0	0	0	0	0
ENSG00000254597	0	0	0	0	0	0
ENSG00000255378	0	0	0	0	0	0
ENSG00000254776	0	0	0	0	0	0
ENSG00000186572	0	0	0	0	0	0
ENSG00000186562	0	0	0	0	0	0
ENSG00000186579	0	0	0	0	0	0
ENSG00000176782	0	0	0	0	0	0
ENSG00000178287	0	0	0	0	0	0
ENSG00000215977	0	0	0	0	0	0
ENSG00000176797	0	0	0	1	0	0
ENSG00000254543	1	2	1	2	1	2
ENSG00000171711	0	0	0	0	0	0
ENSG00000215356	0	0	0	0	0	0
ENSG00000229907	0	0	0	0	0	0
ENSG00000225725	0	0	0	0	0	0
ENSG00000255211	0	0	0	0	0	0
ENSG00000237038	0	0	0	0	0	0
ENSG00000225327	0	0	0	0	0	0
ENSG00000205989	0	0	0	0	0	0
ENSG00000233115	0	0	0	0	0	0
ENSG00000215354	0	1	0	0	0	0
ENSG00000254229	0	0	0	0	0	0
ENSG00000227013	0	0	0	0	0	1
ENSG00000253881	0	0	0	0	0	0
ENSG00000255459	0	0	0	0	0	0
ENSG00000221305	0	0	0	0	0	0
ENSG00000244427	0	2	1	0	0	0
ENSG00000254311	0	0	0	0	0	0
ENSG00000221027	0	0	0	1	0	0
ENSG00000249188	0	0	0	0	0	0
ENSG00000253893	2	2	3	2	0	0
ENSG00000268955	0	0	0	0	0	0
ENSG00000173295	55	32	25	34	29	30
ENSG00000253981	3	8	1	0	1	1
ENSG00000182319	2311	1789	1074	1342	1830	1381
ENSG00000253505	0	0	0	0	0	2
ENSG00000254153	1	1	0	2	1	0
ENSG00000253343	0	0	0	0	0	1
ENSG00000253774	0	0	0	0	0	0
ENSG00000253130	0	0	0	0	0	0
ENSG00000263616	0	0	0	0	0	0
ENSG00000264445	0	0	0	0	0	0
ENSG00000253958	4	1	4	2	3	1
ENSG00000176305	0	0	0	0	0	0
ENSG00000254367	0	0	0	0	0	0
ENSG00000147324	1484	1600	1166	1567	1702	1552
ENSG00000200713	0	0	0	0	0	0
ENSG00000270966	0	0	0	0	0	0
ENSG00000233609	0	0	0	0	1	2
ENSG00000207244	0	0	0	0	0	0
ENSG00000104626	490	505	359	430	480	435
ENSG00000263407	0	0	0	0	0	0
ENSG00000252543	0	0	0	0	0	0
ENSG00000239078	0	0	0	0	0	0
ENSG00000173281	883	819	1299	1548	1427	1172
ENSG00000254340	0	0	1	0	0	0
ENSG00000253426	14	10	13	12	12	10
ENSG00000253252	0	0	0	0	0	0
ENSG00000248538	5	7	9	6	7	7
ENSG00000254091	0	0	0	0	0	0
ENSG00000254235	2	0	0	1	1	0
ENSG00000253887	0	0	0	0	0	0
ENSG00000207415	0	0	0	0	0	0
ENSG00000253735	0	0	0	0	0	0
ENSG00000201815	0	0	0	0	0	0
ENSG00000254237	0	0	0	0	0	0
ENSG00000249050	0	0	0	0	0	0
ENSG00000272267	0	4	0	0	0	0
ENSG00000173273	663	732	693	867	827	692
ENSG00000253697	0	0	0	0	0	0
ENSG00000207701	0	0	0	0	0	0
ENSG00000239065	0	0	0	0	0	0
ENSG00000253230	0	0	0	1	0	0
ENSG00000238496	0	0	0	0	0	0
ENSG00000260093	1	0	1	0	0	0
ENSG00000175806	289	267	236	314	317	265
ENSG00000221320	0	0	0	0	0	0
ENSG00000249848	0	0	0	0	0	0
ENSG00000261451	0	1	3	0	1	1
ENSG00000253641	24	22	27	40	41	40
ENSG00000207128	0	0	1	0	1	0
ENSG00000253678	3	0	2	1	3	5
ENSG00000253649	61	77	73	127	88	92
ENSG00000272505	7	4	14	15	14	6
ENSG00000184647	0	0	0	2	2	0
ENSG00000183638	1	1	7	4	3	6
ENSG00000263762	0	0	0	0	0	0
ENSG00000171060	0	0	5	1	2	2
ENSG00000212433	0	0	0	0	0	0
ENSG00000171056	5	4	0	4	1	1
ENSG00000258724	0	0	0	0	0	0
ENSG00000248896	1	1	0	1	2	3
ENSG00000254093	119	150	64	94	144	139
ENSG00000252565	0	0	0	0	0	0
ENSG00000253695	0	0	1	0	0	1
ENSG00000171044	20	14	18	34	33	22
ENSG00000207600	0	0	0	0	0	0
ENSG00000254839	0	0	0	0	0	0
ENSG00000269918	16	24	19	22	37	25
ENSG00000255310	52	44	53	58	52	60
ENSG00000254936	2	1	2	0	1	1
ENSG00000215346	0	0	0	2	1	1
ENSG00000254556	0	0	1	0	0	0
ENSG00000231965	0	0	0	0	0	0
ENSG00000270076	1	4	3	4	5	0
ENSG00000236827	0	0	0	0	0	0
ENSG00000239315	0	0	0	0	0	0
ENSG00000249316	0	0	0	0	0	0
ENSG00000104643	167	208	160	172	193	164
ENSG00000246477	5	0	3	1	3	2
ENSG00000177710	0	1	0	1	0	1
ENSG00000154316	1	0	0	0	0	1
ENSG00000255020	0	0	0	1	0	1
ENSG00000184608	0	0	0	0	1	0
ENSG00000242483	0	0	0	0	0	0
ENSG00000199368	0	0	0	0	0	0
ENSG00000154319	1	1	1	1	1	1
ENSG00000136573	1	0	0	0	0	1
ENSG00000269954	0	0	0	0	0	0
ENSG00000254774	0	0	0	0	0	0
ENSG00000255518	0	0	0	0	0	0
ENSG00000255354	1	1	2	1	4	4
ENSG00000170983	0	0	0	0	0	0
ENSG00000136574	0	0	0	1	0	0
ENSG00000255394	0	0	0	0	0	0
ENSG00000154328	374	421	341	420	491	387
ENSG00000227203	3	2	3	6	2	4
ENSG00000079459	8704	7787	6736	8132	9800	7945
ENSG00000255046	2	4	2	3	3	3
ENSG00000164733	10691	10805	11570	14223	12422	10654
ENSG00000269899	33	31	26	45	39	19
ENSG00000255144	0	0	0	0	0	0
ENSG00000254948	0	1	0	1	0	0
ENSG00000206014	0	0	0	0	0	0
ENSG00000205884	0	0	0	0	0	0
ENSG00000205883	0	0	0	0	0	0
ENSG00000205882	0	0	0	0	0	0
ENSG00000255174	0	1	0	0	0	0
ENSG00000254507	0	0	0	0	0	1
ENSG00000255098	0	0	0	0	0	0
ENSG00000255016	0	0	0	0	0	0
ENSG00000254817	0	0	0	0	0	0
ENSG00000254700	0	0	0	0	0	0
ENSG00000233050	0	0	0	0	0	0
ENSG00000252029	0	0	0	0	0	0
ENSG00000255544	0	0	0	0	0	0
ENSG00000215343	0	0	1	0	0	1
ENSG00000255052	1	0	1	0	5	0
ENSG00000254923	0	0	0	1	0	0
ENSG00000226430	1	1	0	0	0	1
ENSG00000223443	1	0	0	0	0	0
ENSG00000254866	0	0	0	0	0	0
ENSG00000205879	0	0	0	0	1	0
ENSG00000249889	0	1	0	1	0	2
ENSG00000266637	0	0	0	0	0	0
ENSG00000186523	79	66	34	46	73	74
ENSG00000255495	1	1	2	0	0	0
ENSG00000254527	1	0	0	1	0	1
ENSG00000237215	0	0	0	0	0	0
ENSG00000232948	0	0	0	0	0	0
ENSG00000252535	0	0	0	0	0	0
ENSG00000254623	0	0	0	0	0	0
ENSG00000215339	0	0	0	0	0	0
ENSG00000227888	0	0	0	0	0	1
ENSG00000254423	0	0	0	0	0	0
ENSG00000255556	0	0	0	0	0	0
ENSG00000242296	0	0	0	0	0	0
ENSG00000270074	0	0	0	0	0	1
ENSG00000251402	0	0	0	0	0	0
ENSG00000250794	4	7	4	3	3	6
ENSG00000265826	0	0	0	0	0	0
ENSG00000145002	4	4	1	3	6	2
ENSG00000255549	0	0	0	0	0	0
ENSG00000270154	0	0	0	0	0	0
ENSG00000221714	0	0	0	0	0	0
ENSG00000242607	2	4	4	0	4	1
ENSG00000238460	0	0	0	0	0	0
ENSG00000255122	1	0	0	0	1	0
ENSG00000244289	0	0	0	0	1	0
ENSG00000238323	0	0	0	0	0	0
ENSG00000255253	0	0	0	0	0	0
ENSG00000254581	0	0	0	0	0	0
ENSG00000177400	0	0	1	0	0	0
ENSG00000254917	0	0	0	0	0	0
ENSG00000254724	0	0	0	0	0	0
ENSG00000264512	0	0	0	0	0	0
ENSG00000154359	224	186	140	98	191	124
ENSG00000266206	0	0	0	0	0	0
ENSG00000254813	0	0	0	0	0	0
ENSG00000255494	0	0	0	0	0	0
ENSG00000264463	0	0	0	0	0	0
ENSG00000250305	2	2	0	2	2	1
ENSG00000251468	0	0	1	0	0	0
ENSG00000206996	0	0	0	0	0	0
ENSG00000164741	0	0	0	0	0	0
ENSG00000200630	0	0	0	0	0	0
ENSG00000253932	0	1	0	0	0	0
ENSG00000253257	0	0	0	0	0	1
ENSG00000252179	0	0	0	0	0	0
ENSG00000255069	0	0	1	0	0	0
ENSG00000164743	0	0	0	0	0	0
ENSG00000254491	0	0	0	0	0	0
ENSG00000255457	0	0	0	0	0	0
ENSG00000255413	0	0	0	0	0	0
ENSG00000254753	0	0	0	0	0	0
ENSG00000254425	1	0	0	0	0	0
ENSG00000255437	1	1	0	0	1	1
ENSG00000185053	0	0	0	0	0	0
ENSG00000254575	0	0	0	0	0	0
ENSG00000214366	4	8	4	5	4	1
ENSG00000252264	0	0	0	0	0	0
ENSG00000206950	0	0	0	0	0	0
ENSG00000252035	0	0	0	0	0	0
ENSG00000263415	0	0	0	0	0	0
ENSG00000255365	0	0	0	0	0	0
ENSG00000199127	0	0	0	0	0	0
ENSG00000255076	0	0	0	0	0	0
ENSG00000249368	0	0	0	0	0	0
ENSG00000104723	0	0	0	1	0	1
ENSG00000223214	0	0	0	0	0	0
ENSG00000248423	1	0	0	0	0	1
ENSG00000250483	0	0	0	0	0	0
ENSG00000226836	0	0	0	0	0	0
ENSG00000253648	0	0	0	0	0	0
ENSG00000038945	0	1	1	2	1	5
ENSG00000253951	0	0	0	0	0	0
ENSG00000253934	0	0	0	0	0	0
ENSG00000253184	0	0	0	0	0	0
ENSG00000253496	0	0	0	0	0	0
ENSG00000264092	0	0	0	0	0	0
ENSG00000078579	0	0	0	0	0	0
ENSG00000155970	0	1	0	0	0	0
ENSG00000249258	0	0	0	0	0	0
ENSG00000244113	0	1	0	0	0	1
ENSG00000104219	375	390	376	456	438	336
ENSG00000271948	6	7	8	4	6	6
ENSG00000198791	1726	1946	1459	1778	1932	1673
ENSG00000155975	523	515	429	608	555	465
ENSG00000003987	13	9	7	9	20	12
ENSG00000214607	0	0	0	0	0	0
ENSG00000003989	145	202	72	94	125	131
ENSG00000104213	6	11	8	13	17	7
ENSG00000129422	1967	2127	2457	3088	2579	2365
ENSG00000265520	0	1	0	0	2	0
ENSG00000253168	0	0	0	0	0	0
ENSG00000212280	0	0	0	0	0	0
ENSG00000253944	1	0	1	0	1	0
ENSG00000253671	1	6	4	3	6	6
ENSG00000104760	0	1	2	1	3	1
ENSG00000253215	0	0	0	0	0	0
ENSG00000254054	0	0	1	0	1	0
ENSG00000078674	1597	1650	1665	2088	1893	1711
ENSG00000104763	1110	1196	1160	1428	1393	1203
ENSG00000245281	2	1	1	3	1	3
ENSG00000253384	1	1	0	1	1	1
ENSG00000171428	57	79	84	89	85	98
ENSG00000254015	0	0	0	0	0	0
ENSG00000253937	0	0	0	1	1	0
ENSG00000244593	0	1	3	2	1	3
ENSG00000271654	0	0	0	0	0	0
ENSG00000156006	0	0	0	0	0	0
ENSG00000156011	1221	1046	867	1026	1182	942
ENSG00000187229	0	0	0	1	1	0
ENSG00000244018	0	0	0	0	0	0
ENSG00000251963	0	0	0	0	0	0
ENSG00000201157	0	0	0	0	0	0
ENSG00000253335	0	1	0	0	0	0
ENSG00000270255	0	0	1	0	0	0
ENSG00000253557	0	0	0	0	0	1
ENSG00000254242	0	0	0	0	0	0
ENSG00000250316	0	0	0	0	0	4
ENSG00000254201	0	0	0	0	0	0
ENSG00000253280	0	0	0	0	0	0
ENSG00000104611	1224	1292	1042	1263	1377	1224
ENSG00000147408	48	55	34	37	48	63
ENSG00000253270	0	0	1	0	0	0
ENSG00000104613	823	840	789	887	928	895
ENSG00000175445	0	0	1	1	0	1
ENSG00000253775	0	0	0	1	0	0
ENSG00000242709	0	0	0	0	0	0
ENSG00000036565	0	0	0	2	0	0
ENSG00000147416	1091	1238	1292	1462	1270	1206
ENSG00000222267	0	0	0	0	0	0
ENSG00000061337	0	1	1	0	0	0
ENSG00000253733	0	0	0	0	0	0
ENSG00000253164	0	0	0	0	0	1
ENSG00000253178	0	1	0	0	0	0
ENSG00000251944	0	0	0	0	0	0
ENSG00000253300	0	0	0	0	0	0
ENSG00000253866	0	0	0	0	0	0
ENSG00000254260	0	0	0	0	0	0
ENSG00000254092	0	0	0	0	0	0
ENSG00000253147	0	0	0	0	0	0
ENSG00000254026	0	0	0	0	0	0
ENSG00000253199	0	0	0	0	0	0
ENSG00000254040	0	0	0	0	0	0
ENSG00000215945	0	0	0	0	0	0
ENSG00000254334	0	0	0	0	0	0
ENSG00000266713	0	0	0	0	0	0
ENSG00000266630	0	0	0	0	0	0
ENSG00000168546	30	35	35	55	31	29
ENSG00000273484	0	0	0	0	1	0
ENSG00000147443	0	0	0	0	0	0
ENSG00000130227	1951	2173	1793	2085	2128	2078
ENSG00000158806	19	13	14	19	8	19
ENSG00000238466	0	0	1	0	0	0
ENSG00000158815	0	0	0	0	0	1
ENSG00000158856	1021	1037	1165	1313	1179	1056
ENSG00000158863	405	330	408	460	457	444
ENSG00000256586	0	0	0	0	0	0
ENSG00000173566	69	63	112	133	115	121
ENSG00000168453	51	62	32	33	40	57
ENSG00000168476	503	457	522	583	618	533
ENSG00000168481	0	0	0	1	0	2
ENSG00000168484	0	0	0	0	0	0
ENSG00000168487	562	505	574	737	660	512
ENSG00000177725	0	0	0	0	0	0
ENSG00000168490	22	26	21	23	30	33
ENSG00000208037	1	0	0	1	0	2
ENSG00000168495	384	370	245	295	399	306
ENSG00000254064	5	3	5	7	4	3
ENSG00000197181	15	19	58	66	46	29
ENSG00000104635	2791	3336	2916	3535	3327	3217
ENSG00000241026	0	0	0	0	0	1
ENSG00000201761	0	0	0	0	0	0
ENSG00000120910	116	124	89	143	111	100
ENSG00000254272	1	0	0	0	0	0
ENSG00000251034	8	5	7	4	5	9
ENSG00000120896	183	184	183	266	214	204
ENSG00000254230	0	0	0	0	0	0
ENSG00000120913	142	92	141	206	137	106
ENSG00000248235	0	0	0	0	0	0
ENSG00000241852	96	61	44	61	95	57
ENSG00000158941	1324	1336	1181	1463	1492	1390
ENSG00000253200	10	10	12	10	18	10
ENSG00000147439	178	181	166	201	198	171
ENSG00000261026	1	0	1	1	0	0
ENSG00000179388	4	4	0	1	1	3
ENSG00000253125	2	0	0	0	0	1
